Red: Red de Vigilancia y Control de la Contaminación Atmosférica
Estación: 46250047-València - Av. França
	
FECHA	HORA	PM2.5	SO2	CO	NO	NO2	PM10	Veloc.	Direc.	NOx	O3
		µg/m³	µg/m³	mg/m³	µg/m³	µg/m³	µg/m³	m/s	grados	µg/m³	µg/m³
18/01/2024	18	3	3	0,3	6	23	11	1,5	245	32	45
18/01/2024	19	3	3	0,3	8	24	9	1,7	239	35	40
18/01/2024	20	3	3	0,3	7	17	5	0,8	252	28	48
18/01/2024	21	3	3	0,3	6	15	6	1	236	24	49
18/01/2024	22	3	3	0,3	5	13	4	0,6	228	21	47
18/01/2024	23	2	3	0,3	5	11	3	0,4	254	19	51
19/01/2024	00	2	3	0,3	5	8	2	0,3	236	16	56
19/01/2024	01	2	3	0,3	5	7	2	0,2	240	15	57
19/01/2024	02	1	3	0,3	6	7	2	0,1	35	17	54
19/01/2024	03	2	4	0,3	6	12	5	0,7	242	20	43
19/01/2024	04	3	4	0,3	6	15	5	0,3	227	23	33
19/01/2024	05	4	4	0,3	6	14	6	0,2	239	22	32
19/01/2024	06	3	4	0,3	5	21	6	0,4	236	28	31
19/01/2024	07							0,1	121		
19/01/2024	08							0,8	42		
19/01/2024	09	5	4	0,3	10	25	7	2,7	47	40	30
19/01/2024	10	3	4	0,2	5	11	5	4,5	75	18	52
19/01/2024	11	4	4	0,1	6	9	5	5,6	63	19	52
19/01/2024	12	4	4	0,2	5	10	5	6,6	50	18	50
19/01/2024	13	5	3	0,2	5	13	5	5,8	51	22	45
19/01/2024	14	4	3	0,3	5	11	5	5,7	52	19	46
19/01/2024	15	3	3	0,3	6	10	4	6,7	51	18	49
19/01/2024	16	3	3	0,3	6	9	3	7,4	46	18	48
19/01/2024	17	4	3	0,3	6	13	5	6,1	45	22	39
19/01/2024	18	2	3	0,3	5	13	3	6,5	46	21	39
19/01/2024	19	2	3	0,3	6	11	2	4,8	23	19	45
19/01/2024	20	2	3	0,3	5	12	2	1,9	30	19	43
19/01/2024	21	2	3	0,3	4	11	2	3,7	46	17	44
19/01/2024	22	4	3	0,3	5	12	4	6,2	44	19	42
19/01/2024	23	4	3	0,3	4	11	5	5,2	43	18	41
20/01/2024	00	4	3	0,2	4	6	4	8,7	45	13	53
20/01/2024	01	4	4	0,1	5	7	5	5,8	46	13	52
20/01/2024	02	3	4	0,1	4	7	4	3	45	13	46
20/01/2024	03	4	4	0,1	4	6	5	4,2	47	12	53
20/01/2024	04	4	4	0,1	4	6	5	4	53	13	55
20/01/2024	05	3	4	0,1	4	6	7	3,4	55	12	53
20/01/2024	06	4	4	0,1	4	6	14	3,1	56	11	57
20/01/2024	07	4	4	0,1	4	6	18	1,7	53	13	61
20/01/2024	08	5	4	0,1	4	10	24	0,2	8	16	44
20/01/2024	09	5	4	0,1	6	19	13	0,2	334	28	24
20/01/2024	10	7	4	0,1	8	19	14	0,1	353	31	19
20/01/2024	11	7	4	0,1	9	13	13	0,3	348	27	25
20/01/2024	12	6	4	0,2	6	10	9	0,1	37	19	36
20/01/2024	13	3	4	0,3	8	17	5	0,9	93	30	35
20/01/2024	14	6	3	0,3	6	14	10	0,1	146	23	41
20/01/2024	15	5	4	0,2	8	18	8	1,1	132	30	35
20/01/2024	16	3	3	0,2	7	13	5	1,5	116	23	44
20/01/2024	17	4	3	0,3	7	18	6	0,8	113	28	36
20/01/2024	18	3	3	0,1	6	20	4	0,5	122	28	39
20/01/2024	19	3	3	0,1	7	30	4	0,9	107	40	34
20/01/2024	20	3	3	0,1	7	20	5	0,5	77	30	50
20/01/2024	21	4	3	0,1	5	9	9	0,2	68	16	61
20/01/2024	22	5	3	0,2	5	11	10	0,1	84	18	57
20/01/2024	23	11	3	0,1	5	14	26	0,1	29	21	45
21/01/2024	00	14	3	0,2	4	15	27	0,1	9	22	38
21/01/2024	01	13	3	0,1	4	18	24	0,1	6	25	35
21/01/2024	02	11	3	0,1	5	16	17	0,1	339	22	37
21/01/2024	03	12	3	0,1	5	10	16	0,1	349	17	42
21/01/2024	04	11	3	0,1	4	8	15	0,1	8	15	46
21/01/2024	05	14	3	0,1	5	14	17	0,1	215	21	30
21/01/2024	06	18	3	0,1	5	18	20	0,2	228	25	17
21/01/2024	07	19	3	0,1	4	18	21	0,2	227	24	18
21/01/2024	08	18	3	0,1	10	26	21	0,5	255	42	8
21/01/2024	09	12	3	0,1	8	21	14	0,1	263	33	19
21/01/2024	10	12	3	0,1	8	14	15	1,1	224	26	31
21/01/2024	11	10	4	0,1	6	9	11	0,9	215	18	41
21/01/2024	12	6	3	0,2	6	7	7	0,3	188	16	48
21/01/2024	13	6	4	0,3	5	11	8	0,9	187	18	52
21/01/2024	14	7	4	0,2	11	23	8	2,6	115	39	40
21/01/2024	15	5	4	0,3	6	7	7	3,1	114	17	64
21/01/2024	16	5	4	0,2	5	7	9	1,9	126	15	67
21/01/2024	17	6	4	0,1	5	9	11	1,3	141	16	67
21/01/2024	18	6	4	0,1	5	18	11	0,6	122	26	52
21/01/2024	19	6	4	0,1	5	24	9	0,1	21	32	45
21/01/2024	20	11	3	0,1	21	49	14	0,1	11	80	13
21/01/2024	21	14	3	0,1	6	32	18	0,5	357	40	28
21/01/2024	22	15	4	0,1	5	24	20	0,1	349	33	33
21/01/2024	23	17	3	0,2	6	32	21	0,1	331	40	17
22/01/2024	00	17	4	0,2	5	21	19	0,1	243	30	19
22/01/2024	01	12	3	0,3	5	14	14	0,1	253	20	25
22/01/2024	02	13	3	0,3	5	12	15	0,2	238	19	20
22/01/2024	03	17	3	0,3	6	18	19	1	232	26	11
22/01/2024	04	16	3	0,3	7	20	18	0,5	243	31	7
22/01/2024	05	13	3	0,3	5	19	14	0,8	223	27	8
22/01/2024	06	12	3	0,3	6	18	13	0,3	304	27	7
22/01/2024	07	13	3	0,3	20	26	15	0,9	245	56	3
22/01/2024	08	11	3	0,2	39	33	14	0,1	226	93	3
22/01/2024	09	13	3	0,3	29	31	18	0,7	223	76	5
22/01/2024	10	13	3	0,3	26	28	23	0,3	208	67	10
22/01/2024	11	15	3	0,3	16	25	22	0,4	231	49	20
22/01/2024	12	15	3	0,3	29	30	21	0,6	101	76	18
22/01/2024	13	10	3	0,2	16	25	15	0,8	90	50	27
22/01/2024	14	6	3	0,2	8	17	7	4	99	30	45
22/01/2024	15	6	3	0,2	10	21	7	2,6	93	36	45
22/01/2024	16	5	3	0,1	7	16	8	1	71	26	53
22/01/2024	17	6	3	0,1	6	15	9	0,5	67	23	52
22/01/2024	18	7	3	0,1	6	18	9	0,6	41	26	48
22/01/2024	19	9	3	0,1	7	28	10	0,1	353	38	32
22/01/2024	20	15	3	0,1	10	48	19	0,3	1	63	8
22/01/2024	21	19	3	0,1	11	52	24	0,2	4	69	4
22/01/2024	22	21	3	0,1	30	50	27	0,1	176	96	3
22/01/2024	23	25	4	0,1	40	46	31	0,1	265	108	3
23/01/2024	00	25	4	0,2	29	45	31	0,1	44	89	3
23/01/2024	01	17	4	0,3	8	33	20	0,1	50	45	5
23/01/2024	02	21	4	0,3	14	32	25	0,4	225	54	3
23/01/2024	03	22	4	0,3	19	29	25	0,1	341	58	3
23/01/2024	04	14	4	0,3	8	25	15	0,2	253	36	8
23/01/2024	05	12	4	0,3	11	28	13	0,2	225	44	3
23/01/2024	06	11	4	0,3	9	26	12	0,1	227	40	4
23/01/2024	07	9	4	0,2	23	31	11	0,4	215	67	3
23/01/2024	08	11	4	0,1	52	31	14	0,7	229	111	3
23/01/2024	09	13	4	0,2	41	36	25	1,5	236	98	4
23/01/2024	10	13	4	0,3	38	35	29	0,8	233	93	8
23/01/2024	11	9	4	0,3	15	25	19	0,3	245	48	18
23/01/2024	12	8	4	0,2	11	21	15	0,6	216	38	27
23/01/2024	13	10	3	0,2	9	20	17	0,4	185	34	35
23/01/2024	14	7	3	0,2	8	16	10	0,3	199	28	46
23/01/2024	15	4	3	0,2	8	18	15	0,8	158	29	44
23/01/2024	16	8	3	0,1	22	45	37	1,1	111	78	16
23/01/2024	17	14	3	0,1	27	55	55	0,5	116	96	8
23/01/2024	18	15	3	0,1	10	52	21	0,1	232	66	11
23/01/2024	19	16	3	0,1	20	57	19	0,1	96	88	4
23/01/2024	20	17	3	0,1	19	57	21	0,1	22	87	5
23/01/2024	21	24	3	0,1	10	49	28	0,4	13	63	6
23/01/2024	22	28	3	0,1	13	46	33	0,1	346	65	5
23/01/2024	23	27	3	0,1	18	48	32	0,1	349	76	4
24/01/2024	00	28	3	0,2	25	43	34	0,1	302	82	4
24/01/2024	01	26	3	0,3	25	41	30	0,1	282	79	4
24/01/2024	02	20	3	0,3	9	36	24	0,1	236	49	3
24/01/2024	03	14	3	0,3	7	28	16	0,2	285	39	5
24/01/2024	04	15	3	0,3	9	23	18	0,2	222	37	6
24/01/2024	05	16	3	0,2	15	25	21	0,1	252	48	3
24/01/2024	06	14	3	0,2	19	24	18	0,1	246	54	3
24/01/2024	07	14	4	0,3	61	29	18	0,1	11	123	3
24/01/2024	08	20	4	0,2	110	34	27	0,1	190	203	3
24/01/2024	09	24	4	0,1	106	45	33	2,6	228	207	4
24/01/2024	10	22	4	0,3	83	49	48	0,8	224	176	5
24/01/2024	11	21	3	0,3	34	40	46	0,9	225	92	12
24/01/2024	12	21	3	0,3	16	34	38	0,8	221	59	22
24/01/2024	13	19	3	0,3	16	37	37	0,4	193	62	29
24/01/2024	14	21	3	0,3	33	56	26	0,7	109	107	17
24/01/2024	15	16	3	0,2	34	49	20	0,6	197	101	21
24/01/2024	16	12	3	0,3	12	40	17	0,5	227	59	33
24/01/2024	17	12	3	0,2	7	29	14	0,4	215	40	46
24/01/2024	18	11	3	0,1	14	45	19	0,1	336	66	20
24/01/2024	19	21	3	0,1	80	70	28	0,1	35	192	3
24/01/2024	20	16	3	0,1	8	47	19	0,3	41	59	16
24/01/2024	21	20	3	0,1	6	33	20	0,9	35	42	26
24/01/2024	22	24	3	0,1	5	26	25	0,6	34	34	32
24/01/2024	23	35	3	0,1	5	38	36	0,1	1	46	19
25/01/2024	00	44	3	0,3	7	45	52	0,1	346	55	8
25/01/2024	01	42	3	0,2	13	43	50	0,1	219	63	5
25/01/2024	02	56	3	0,2	25	39	69	0,1	22	78	6
25/01/2024	03	55	3	0,3	21	34	67	0,1	290	66	5
25/01/2024	04	47	3	0,3	17	29	56	0,1	252	56	5
25/01/2024	05	36	3	0,3	17	29	42	0,1	312	55	4
25/01/2024	06	33	3	0,2	40	24	42	0,1	24	86	3
25/01/2024	07	29	3	0,2	67	26	37	0,1	240	129	3
25/01/2024	08	29	4	0,1	110	41	38	0,4	224	209	3
25/01/2024	09	27	4	0,1	118	53	52	0,4	250	234	3
25/01/2024	10	21	4	0,3	78	50	52	0,1	257	169	6
25/01/2024	11	16	3	0,3	22	41	38	0,1	282	75	17
25/01/2024	12	26	4	0,2	70	60	110	0,4	99	168	15
25/01/2024	13	24	5	0,1	91	67	109	1,1	80	207	8
25/01/2024	14	22	3	0,1	11	30	24	2,8	90	46	49
25/01/2024	15	31	3	0,1	9	29	35	1,6	80	42	60
25/01/2024	16	35	3	0,1	12	42	35	0,3	80	61	30
25/01/2024	17	35	3	0,1	10	43	37	0,1	45	57	21
25/01/2024	18	35	3	0,1	13	52	42	0,1	12	72	8
25/01/2024	19	40	4	0,1	32	59	48	0,1	8	108	5
25/01/2024	20	43	4	0,1	61	59	54	0,1	354	152	5
25/01/2024	21	47	4	0,1	85	62	60	0,1	340	192	5
25/01/2024	22	53	4	0,1	106	58	69	0,1	5	220	6
25/01/2024	23	51	4	0,1	78	53	65	0,2	224	173	6
26/01/2024	00	43	3	0,2	39	49	53	0,1	251	109	5
26/01/2024	01	40	3	0,3	23	49	48	0,2	12	85	5
26/01/2024	02	40	4	0,3	31	45	49	0,1	23	92	5
26/01/2024	03	40	4	0,3	25	41	46	0,1	9	80	4
26/01/2024	04	38	3	0,3	22	37	43	0,1	348	70	5
26/01/2024	05	37	3	0,3	18	33	40	0,1	357	62	4
26/01/2024	06	33	3	0,3	28	30	39	0,1	265	72	4
26/01/2024	07	25	4	0,1	62	34	31	0,1	41	129	3
26/01/2024	08	23	5	0,1	112	40	31	0,1	165	211	3
26/01/2024	09	26	5		149	53	57	0,1	105	281	4
26/01/2024	10	20	5		116	60	61	0,1	257	239	4
26/01/2024	11	24	5		86	65	60	0,4	153	197	7
26/01/2024	12	36	4		62	65	61	0,7	109	161	13
26/01/2024	13	31	3		14	42	44	0,2	81	63	43
26/01/2024	14	16	3		8	22	17	0,4	94	33	61
26/01/2024	15	14	3		7	14	16	0,3	107	24	72
26/01/2024	16	13	3		7	23	20	0,1	69	34	63
26/01/2024	17	13	3		6	33	26	0,1	43	42	46
26/01/2024	18	15	3		24	59	45	0,1	20	95	11
26/01/2024	19	22	3		79	76	64	0,1	10	197	4
26/01/2024	20	25	3	0,1	90	76	63	0,1	354	215	4
26/01/2024	21	30	3	0,1	80	71	76	0,1	256	193	4
26/01/2024	22	38	4	0,1	100	67	67	0,1	243	220	4
26/01/2024	23	40	4	0,1	157	65	54	0,1	158	306	5
27/01/2024	00	37	4	0,1	124	54	50	0,1	21	243	5
27/01/2024	01	32	4	0,1	67	49	40	0,1	31	152	4
27/01/2024	02	30	4	0,1	36	39	37	0,1	49	93	3
27/01/2024	03	28	3	0,1	24	35	33	0,1	44	71	3
27/01/2024	04	23	3	0,1	12	35	26	0,1	23	54	3
27/01/2024	05	19	3	0,1	9	30	22	0,1	24	44	3
27/01/2024	06	20	3	0,1	15	27	23	0,1	45	50	3
27/01/2024	07	19	3	0,1	22	27	22	0,1	330	61	3
27/01/2024	08	19	4	0,1	49	29	24	0,1	351	105	3
27/01/2024	09	21	3	0,1	62	30	27	0,1	75	125	3
27/01/2024	10	28	4	0,1	61	44	40	0,1	330	138	5
27/01/2024	11	28	3		35	43	46	0,1	111	97	13
27/01/2024	12	31	4		47	50	41	0,2	88	122	12
27/01/2024	13	32	5		32	47	40	1	100	96	23
27/01/2024	14	32	4		11	32	33	1,3	102	49	48
27/01/2024	15		4		8	30		1,4	82	42	57
27/01/2024	16		4		10	40		0,7	89	55	43
27/01/2024	17	34	3		9	41	35	0,2	70	55	30
27/01/2024	18	41	3		6	43	43	0,1	61	52	21
27/01/2024	19	45	3		6	43	49	0,1	33	53	22
27/01/2024	20	45	3	0,1	8	50	50	0,1	24	63	11
27/01/2024	21	47	3	0,1	12	48	52	0,1	15	66	8
27/01/2024	22	54	4	0,1	14	48	57	0,1	13	70	7
27/01/2024	23	57	4	0,1	24	45	61	0,1	344	81	6
28/01/2024	00	66	4	0,1	73	43	79	0,1	297	155	7
28/01/2024	01	61	3	0,1	52	42	71	0,1	314	122	6
28/01/2024	02	56	3	0,1	37	37	61	0,1	298	93	6
28/01/2024	03	52	3	0,1	29	31	56	0,1	274	76	5
28/01/2024	04	43	3	0,1	18	27	45	0,1	37	54	4
28/01/2024	05	40	3	0,1	23	23	41	0,1	26	58	3
28/01/2024	06	39	3	0,1	23	23	41	0,1	298	58	3
28/01/2024	07	38	3	0,1	22	21	39	0,1	314	54	3
28/01/2024	08	37	3	0,1	13	25	39	0,1	301	46	4
28/01/2024	09	45	3	0,1	10	27	47	0,2	24	42	15
28/01/2024	10		3	0,1	9	30		0,3	50	43	27
28/01/2024	11		3	0,1	9	30		0,7	63	43	36
28/01/2024	12		3	0,1	8	19		1,6	96	30	47
28/01/2024	13		3	0,1	7	17		2,2	92	27	54
28/01/2024	14		3	0,1	7	10		2	83	20	67
28/01/2024	15	21	3	0,2	6	9	22	2,5	81	18	68
28/01/2024	16	16	3	0,1	5	9	17	1,9	77	16	64
28/01/2024	17	18	3	0,1	4	10	19	1	76	17	66
28/01/2024	18	14	3	0,1	5	9	15	0,5	74	18	65
28/01/2024	19	12	3	0,1	5	10	13	0,5	51	18	66
28/01/2024	20	12	3	0,1	5	9	13	0,4	42	17	68
28/01/2024	21	21	3	0,1	5	16	23	0,3	12	24	55
28/01/2024	22	25	3	0,1	5	14	28	0,3	357	21	57
28/01/2024	23	30	3	0,1	5	13	32	0,3	355	20	48
29/01/2024	00	25	3	0,1	5	13	27	1,4	355	20	52
29/01/2024	01	23	4	0,1	6	10	24	1,2	349	19	59
29/01/2024	02	22	4	0,1	4	9	24	1,2	340	15	53
29/01/2024	03	25	4	0,1	5	8	27	0,5	354	16	46
29/01/2024	04	21	4	0,1	4	8	23	0,4	2	15	47
29/01/2024	05	22	4	0,1	5	9	24	0,2	349	16	43
29/01/2024	06	24	3	0,1	5	17	26	0,1	357	24	32
29/01/2024	07	28	3	0,1	6	27	31	0,1	360	36	23
29/01/2024	08	26	4	0,1	15	42	32	0,2	329	65	5
29/01/2024	09	23	4	0,1	23	44	30	0,4	348	79	5
29/01/2024	10	22	4	0,1	10	37	27	0,6	356	52	18
29/01/2024	11	21	4	0,1	10	34	33	0,6	354	48	23
29/01/2024	12	22	4	0,1	9	27	39	0,3	7	40	32
29/01/2024	13	17	3	0,1	7	21	34	0,7	45	32	45
29/01/2024	14	17	3	0,1	6	18	32	1,3	48	28	49
29/01/2024	15	18	3	0,1	6	16	33	0,8	58	25	54
29/01/2024	16	13	3	0,1	6	14	30	1,1	65	22	58
29/01/2024	17	13	3	0,1	6	16	29	0,7	69	24	54
29/01/2024	18	13	3	0,1	6	17	18	0,7	64	27	50
29/01/2024	19	11	3	0,1	6	14	14	0,7	49	22	51
29/01/2024	20	13	3	0,1	6	17	16	0,4	44	26	46
29/01/2024	21	15	3	0,1	5	19	18	0,3	30	27	41
29/01/2024	22	21	3	0,1	5	21	26	0,1	8	29	31
29/01/2024	23	19	3	0,1	6	18	23	0,1	21	27	37
30/01/2024	00	16	3	0,1	6	19	20	0,1	309	28	32
30/01/2024	01	18	3	0,1	6	27	22	0,1	351	35	23
30/01/2024	02	21	3	0,1	5	21	26	0,1	3	28	25
30/01/2024	03	23	3	0,1	5	16	29	0,1	34	24	25
30/01/2024	04	23	3	0,1	5	14	29	0,1	38	22	28
30/01/2024	05	24	3	0,1	6	14	30	0,1	339	22	26
30/01/2024	06	19	3	0,1	5	17	27	0,1	13	25	24
30/01/2024	07	17	3	0,1	7	29	28	0,1	37	40	15
30/01/2024	08	20	3	0,1	18	38	42	0,1	46	65	4
30/01/2024	09	22	3	0,1	31	42	43	0,2	342	90	6
30/01/2024	10	21	3	0,1	21	39	41	0,1	259	70	10
30/01/2024	11	24	3	0,1	24	38	63	0,1	42	75	14
30/01/2024	12	29	3	0,1	35	45	85	0,1	197	98	7
30/01/2024	13	31	4	0,1	24	43	66	0,1	125	80	10
30/01/2024	14	26	4	0,1	24	41	73	0,8	114	77	12
30/01/2024	15	19	3	0,1	8	32	31	0,5	108	44	24
30/01/2024	16	21	4	0,1	9	30	33	0,3	100	44	31
30/01/2024	17	17	3	0,1	6	30	37	0,1	81	40	32
30/01/2024	18	13	3	0,1	6	20	18	0,1	71	29	43
30/01/2024	19	11	3	0,1	9	34	14	0,1	73	47	27
30/01/2024	20	11	3	0,1	6	29	14	0,1	67	38	30
30/01/2024	21	13	3	0,1	6	19	17	0,1	44	28	43
30/01/2024	22	19	4	0,1	6	23	24	0,2	28	33	34
30/01/2024	23	22	3	0,1	5	28	28	0,1	18	37	25
31/01/2024	00	21	3	0,1	5	26	26	0,1	19	33	29
31/01/2024	01	24	3	0,1	6	19	27	0,1	23	27	34
31/01/2024	02	26	3	0,1	4	16	30	0,1	24	23	38
31/01/2024	03	27	3	0,1	5	14	31	0,1	21	22	39
31/01/2024	04	27	3	0,1	5	15	31	0,1	26	23	39
31/01/2024	05	28	3	0,1	5	19	33	0,1	23	26	32
31/01/2024	06	30	3	0,1	5	26	37	0,1	22	34	28
31/01/2024	07	35	4	0,1	11	43	44	0,1	26	60	9
31/01/2024	08	28	4	0,1	10	41	37	0,1	357	55	12
31/01/2024	09	27	4	0,1	11	40	35	0,1	26	56	17
31/01/2024	10	19	4	0,1	8	26	26	0,2	25	38	38
31/01/2024	11	17	4	0,1	7	23	26	0,3	14	35	44
31/01/2024	12	14	3	0,1	6	16	21	1,5	82	25	57
31/01/2024	13	12	4	0,1	7	12	16	1,3	83	22	65
31/01/2024	14	10	4	0,1	7	16	13	0,6	80	27	58
31/01/2024	15	9	3	0,1	7	17	11	0,6	88	28	55
31/01/2024	16	8	4	0,1	7	22	10	0,7	97	31	50
31/01/2024	17	8	4	0,1	8	28	10	0,1	106	39	41
31/01/2024	18	10	4	0,1	7	32	13	0,1	98	42	30
31/01/2024	19	12	4	0,1	18	56	15	0,1	190	84	4
31/01/2024	20	11	4	0,1	49	53	14	0,1	4	129	3
31/01/2024	21	15	4	0,1	74	58	19	0,1	343	171	3
31/01/2024	22	24	4	0,1	72	50	31	0,2	296	161	4
31/01/2024	23	28	4	0,1	49	50	36	0,1	6	125	4
01/02/2024	00	29	3	0,1	22	37	34	0,1	342	70	3
01/02/2024	01	27	3	0,1	6	21	30	0,1	284	30	15
01/02/2024	02	25	3	0,1	4	13	27	0,1	230	19	21
01/02/2024	03	25	3	0,1	4	12	27	0,1	196	17	19
01/02/2024	04	23	3	0,1	4	8	24	0,1	266	15	20
01/02/2024	05	24	3	0,1	9	18	25	0,6	221	31	6
01/02/2024	06	22	3	0,1	8	17	23	1,4	239	29	6
01/02/2024	07	22	3	0,1	17	24	25	2,2	235	50	3
01/02/2024	08	24	3	0,1	59	33	32	2,2	227	123	3
01/02/2024	09	25	3	0,1	49	34	40	2	230	109	4
01/02/2024	10	35	3	0,1	38	34	52	2	222	91	8
01/02/2024	11	34	3	0,1	21	31	49	1,8	225	63	17
01/02/2024	12	36	3	0,1	13	31	50	0,2	211	51	36
01/02/2024	13	26	3	0,1	8	19	35	0,8	211	31	48
01/02/2024	14	16	3	0,1	6	11	20	0,3	222	19	62
01/02/2024	15	15	3	0,1	6	13	18	0,3	155	22	64
01/02/2024	16	19	3	0,1	12	25	29	0,1	178	43	52
01/02/2024	17	23	3	0,1	7	34	41	0,3	230	45	41
01/02/2024	18	29	3	0,1	28	59	162	0,1	140	101	5
01/02/2024	19	23	3	0,1	10	49	28	0,1	224	65	14
01/02/2024	20	27	3	0,1	5	20	30	0,7	235	28	53
01/02/2024	21	25	3	0,1	6	30	29	0,1	229	38	37
01/02/2024	22	28	3	0,1	12	48	34	0,1	306	66	11
01/02/2024	23	29	3	0,1	18	48	33	0,1	2	77	4
02/02/2024	00	34	3	0,1	21	48	41	0,1	329	80	3
02/02/2024	01	34	4	0,1	26	43	43	0,1	14	83	3
02/02/2024	02	33	4	0,1	28	37	43	0,1	316	80	3
02/02/2024	03	26	4	0,1	9	28	33	0,6	220	43	3
02/02/2024	04	22	4	0,1	12	24	28	0,1	164	43	3
02/02/2024	05	21	4	0,1	12	22	27	0,1	25	39	3
02/02/2024	06	22	4	0,1	12	23	29	0,1	357	42	4
02/02/2024	07	27	4	0,1	15	30	36	0,1	329	54	4
02/02/2024	08	32	5	0,1	99	37	43	0,1	328	189	3
02/02/2024	09	24	4	0,1	66	46	59	0,3	332	147	4
02/02/2024	10	23	4	0,1	56	46	58	0,1	350	130	6
02/02/2024	11	16	4	0,1	12	21	29	0,2	70	40	41
02/02/2024	12	10	4	0,1	6	8	17	1,1	96	17	55
02/02/2024	13	12	3	0,1	8	11	20	1,8	99	23	52
02/02/2024	14	14	3	0,1	8	12	30	1,6	109	25	54
02/02/2024	15	13	3	0,1	8	20	34	1,3	156	33	48
02/02/2024	16	10	3	0,1	8	24	19	0,4	133	36	42
02/02/2024	17	11	3	0,1	5	19	16	0,1	216	27	48
02/02/2024	18	9	3	0,1	6	16	11	0,1	211	24	46
02/02/2024	19	10	3	0,1	5	20	13	0,1	232	28	42
02/02/2024	20	13	3	0,1	6	28	16	0,3	227	37	33
02/02/2024	21	18	3	0,1	13	45	24	0,1	239	65	10
02/02/2024	22	27	3	0,1	20	47	35	0,1	343	78	4
02/02/2024	23	25	3	0,1	23	43	33	0,1	5	78	3
03/02/2024	00	32	3	0,1	53	37	43	0,1	331	118	3
03/02/2024	01	33	4	0,1	55	32	43	0,1	40	117	3
03/02/2024	02	30	4	0,1	30	31	39	0,1	20	76	3
03/02/2024	03	24	4	0,1	6	22	30	0,1	262	32	9
03/02/2024	04	19	4	0,1	5	13	24	0,1	266	20	17
03/02/2024	05	17	4	0,1	4	14	21	0,6	227	20	15
03/02/2024	06	19	4	0,1	5	18	23	2,4	227	26	12
03/02/2024	07	17	4	0,1	5	20	23	0,2	279	27	12
03/02/2024	08	17	4	0,1	11	26	22	0,1	321	43	7
03/02/2024	09	21	4	0,1	28	32	29	1,1	235	76	5
03/02/2024	10	22	4	0,1	23	32	39	1,3	222	66	13
03/02/2024	11	21	4	0,1	11	17	32	1,1	218	34	29
03/02/2024	12	15	4	0,1	6	7	24	0,4	217	17	55
03/02/2024	13	15	4	0,1	6	9	23	1,3	209	18	61
03/02/2024	14	17	4	0,1	5	10	20	4	108	18	70
03/02/2024	15	14	4	0,1	7	17	16	2,7	107	28	59
03/02/2024	16	10	4	0,1	8	19	14	2	130	31	55
03/02/2024	17	9	4	0,1	8	28	12	0,2	178	41	44
03/02/2024	18	10	4	0,1	15	43	14	0,1	211	66	17
03/02/2024	19	13	4	0,1	52	60	16	0,1	1	139	3
03/02/2024	20	15	4	0,1	27	54	19	0,1	11	95	4
03/02/2024	21	20	4	0,1	7	44	25	0,1	9	54	13
03/02/2024	22	32	4	0,1	10	44	37	0,1	348	59	7
03/02/2024	23	30	4	0,1	24	46	36	0,1	251	81	5
04/02/2024	00	32	4	0,1	42	45	39	0,1	129	109	4
04/02/2024	01	29	3	0,1	13	30	34	0,1	241	50	12
04/02/2024	02	24	3	0,1	5	21	28	0,1	277	28	20
04/02/2024	03	24	3	0,1	6	24	28	0,1	252	33	9
04/02/2024	04	19	3	0,1	5	17	21	1	254	24	18
04/02/2024	05	19	3	0,1	4	15	21	0,1	235	21	18
04/02/2024	06	17	3	0,1	4	14	19	0,5	231	20	14
04/02/2024	07	13	3	0,1	5	19	14	0,9	226	27	10
04/02/2024	08	13	3	0,1	6	19	15	0,1	264	28	9
04/02/2024	09	12	3	0,1	11	22	19	0,1	260	38	12
04/02/2024	10	13	3	0,1	14	21	17	0,2	252	42	20
04/02/2024	11	11	3	0,1	9	17	16	0,1	298	32	35
04/02/2024	12	14	4	0,1	11	19	20	0,4	120	36	38
04/02/2024	13	14	4	0,1	32	39	18	1,7	87	87	20
04/02/2024	14	13	3	0,1	10	20	16	3,3	102	36	50
04/02/2024	15	13	3	0,1	8	17	15	3,9	108	29	66
04/02/2024	16	12	3	0,1	7	19	13	3,2	106	29	63
04/02/2024	17	11	3	0,1	6	12	12	1,7	112	21	71
04/02/2024	18	13	3	0,1	9	33	15	0,1	161	46	38
04/02/2024	19	14	4	0,1	6	20	17	0,1	28	28	48
04/02/2024	20	16	3	0,1	5	29	19	0,1	10	38	35
04/02/2024	21	20	3	0,1	7	43	23	0,1	6	54	15
04/02/2024	22	22	3	0,1	11	45	25	0,1	45	61	10
04/02/2024	23	26	4	0,1	26	42	31	0,1	35	82	3
05/02/2024	00	29	3	0,1	26	38	34	0,1	226	77	4
05/02/2024	01	25	4	0,1	10	30	32	0,1	228	46	3
05/02/2024	02	24	4	0,1	8	29	30	0,1	246	41	3
05/02/2024	03	22	4	0,1	7	23	26	0,1	273	33	6
05/02/2024	04	19	4	0,1	4	15	21	0,1	249	22	19
05/02/2024	05	15	4	0,1	4	14	16	0,1	260	19	22
05/02/2024	06	15	4	0,1	5	21	18	0,1	291	29	11
05/02/2024	09	22	5	0,1	113	51	58	0,6	221	224	4
05/02/2024	10	22	5	0,1	80	49	50	0,2	242	172	6
05/02/2024	11	17	4	0,1	35	38	37	0,2	221	91	17
